pid,name,priceValue,color,gender,group,availability,shortDesc,longDesc,material,dimensions,strap,madeIn,features,sizes,images,url,mood
MHDEAMM01ED00L,울 캐시미어 지퍼 카디건,1550000,Grey,MEN,CLOTHING,OutOfStock,바이에른 다이아몬드 메탈 링과 가죽 고리 디테일이 돋보이는 유니섹스 오버사이즈 울 캐시미어 블렌드 카디건,"사토리얼의 세련미와 뮌헨 하우스의 가죽 수공예가 어우러진 고급스러운 카디건. 울 캐시미어 블렌드 소재를 사용하였으며, 바이에른 다이아몬드에서 영감을 얻어 제작된 메탈 링에 가죽 고리를 더해 포인트를 주었습니다. 전면에 패치 포켓과 리브 니트 트림 디테일을 더해 실루엣을 완성하였습니다.","울 70%, 재생 캐시미어 30%",,,대한민국,지퍼 클로저 | 가죽 고리와 다이아몬드 메탈 링 | 앞면 패치 포켓 | 리브 니트 트림,S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_11?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_12?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHDEAMM01ED00L_13?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/cn/wechatfeed/울-캐시미어-지퍼-카디건/MHDEAMM01ED00L.html,캐주얼
MHAFAMM01BK00L,로고 스티치 폰테 후디,650000,Black,MEN,CLOTHING,OutOfStock,"로고 자수와 모노그램 프린트 가죽 스트링 스토퍼, 배색 스티치 디테일이 어우러진 남성용 오버사이즈 폰테 후드 스웨트셔츠","뮌헨 하우스의 클래식 코드를 담아낸 스타일리시한 오버사이즈 폰테 후디입니다. 견고한 코냑 컬러 스티치 패턴과 함께 어깨의 라우렐 및 소매 뒤쪽의 바이에른 다이아몬드가 섬세하게 표현되었으며, 앞면 포켓에는 헤리티지 로고 자수가 아름답게 더해져 있습니다. 조절 가능한 후드 스트링은 탈착 가능한 비세토스 모노그램 프린트 가죽 스토퍼로 깔끔하게 고정할 수 있도록 제작되었습니다.","폴리에스테르 51%, 코튼 43%, 스판덱스 6%",,,대한민국,조절 가능한 스트링 후드와 탈착식 모노그램 프린트 가죽 패스너 | 어깨 부분의 라우렐 스티치 패턴 | 라우렐 로고 자수가 더해진 앞면 캥거루 포켓 | 소매 뒷면의 바바리안 다이아몬드 스티치 모티프 | 리브 니트 밑단과 소매 | 오버사이즈 핏 | 남성 모델의 키는 186cm 이며 M사이즈를 착용하고 있습니다.,S | M | L,https://images.mcmworldwide.com/i/mcmworldwide/MHAFAMM01BK00L_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHAFAMM01BK00L_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHAFAMM01BK00L_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHAFAMM01BK00L_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHAFAMM01BK00L_11?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/cn/wechatfeed/로고-스티치-폰테-후디/MHAFAMM01BK00L.html,스트릿
MHJFSMM07ED0XS,네오프렌 자카드 로레토스 재킷,819000,Grey,MEN,CLOTHING,OutOfStock,로레토스 모노그램 모티브 유니섹스 오버사이즈 네오프렌 자카드 재킷,부드러운 이탈리아 네오프렌으로 짜여진 이 자카드 재킷은 뮌헨 하우스의 시그니처 월계수 문양으로 우아하게 장식되었습니다. 오버사이즈 실루엣의 클래식한 디자인에 비세토스 모노그램 프린트 지퍼 풀러와 바바리안 다이아몬드에서 영감을 받은 앞주머니가 더해져 더욱 풍성한 매력을 발산합니다.,바디: 이탈리아 네오프렌 자카드,,,대한민국,로레토스 모노그램 모티브 | 로고가 새겨진 메탈 스냅 하드웨어 스탠드 칼라 | 비세토스 모노그램 풀러가 달린 지퍼 클로저 | 앞면 지퍼 포켓 | 오버사이즈 핏,XS,https://images.mcmworldwide.com/i/mcmworldwide/MHJFSMM07ED0XS_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHJFSMM07ED0XS_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHJFSMM07ED0XS_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHJFSMM07ED0XS_10?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MHJFSMM07ED0XS_11?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/cn/wechatfeed/네오프렌-자카드-로레토스-재킷/MHJFSMM07ED0XS.html,스트릿
MEXCSMM23CO044,Visetos Slides,195000,Cognac,MEN,SHOES,OutOfStock,Rubber slides with heritage Visetos monogram print,"The classic letters, laurels, and diamonds enrich the textured vamp of these legacy slides. Sublime comfort is achieved through a slightly grained footbed and specially-developed rubber sole.",,,,대한민국,"Visetos monogram print on TPU vamp | Specially-developed, grained rubber footbed and sole",44 IT,https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_04?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEXCSMM23CO044_05?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/red-bags-accessories/visetos-slides/MEXCSMM23CO044.html,캐주얼
MXBESTA03BK001,Aren 엠보스드 모노그램 레더 리버서블 벨트 1.3”,450000,Black,MEN,ACCESSORY,InStock,비세토스 캔버스 트림과 텅 버클이 돋보이는 리버서블 엠보스드 모노그램 가죽 벨트,도금 텅 버클로 완성되었으며 명망 높은 비세토스 모노그램이 새겨진 풀 그레인 나파 가죽으로 앞면을 제작한 Aren 리버서블 벨트입니다. 반대쪽 면은 비세토스 모노그램 캔버스 소재로 제작되어 헤리티지 코드와 클래식한 수공예를 선보입니다.,뒷면: 비세토스 모노그램 캔버스,약 0 x 130 x 3 센티미터,,대한민국,리버서블 디자인 | 길이 조절 가능(커팅하여 사이즈 조절) | 메인 측면: 엠보스드 모노그램 가죽 | 24K 도금 브라스 텅 버클,길이 조절 가능,https://images.mcmworldwide.com/i/mcmworldwide/MXBESTA03BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBESTA03BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBESTA03BK001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/aren-엠보스드-모노그램-레더-리버서블-벨트-1.3”/MXBESTA03BK001.html,클래식
MXBAAVI03CO001,클라우스 M 비세토스 리버서블 벨트 4.5cm,450000,Cognac,MEN,ACCESSORY,InStock,활용도와 기능성이 뛰어나 어떤 룩에도 잘 어울립니다.,"클라우스 리버서블 벨트의 한쪽 면은 시그니처 모노그램 코티드 캔버스로, 다른 면은 솔리드 레더로 제작했습니다. 아이코닉한 “M” 버클은 탈착이 가능하므로 스트랩을 잘라 원하는 길이로 조절할 수 있습니다.",,약 0 x 130 x 5 센티미터,,대한민국,길이 조절 가능. | 나파 가죽 트림 | 웨이스트 사이즈: 122cm | 24K 금 도금 하드웨어,잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03CO001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03CO001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03CO001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03CO001_10?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/클라우스-m-비세토스-리버서블-벨트-4.5cm/MXBAAVI03CO001.html,클래식
MXBEAUM02BK001,M-Art 비세토스 리버서블 벨트 1.5”,470000,Black,MEN,ACCESSORY,InStock,비세토스와 나파 가죽 소재의 실버톤 MCM 버클 리버서블 벨트,"클래식 ‘MCM’ 레터가 실버톤 코발트 버클의 입체적이고 우아한 모티프에 담긴 리버서블 벨트입니다. 앞면의 비세토스 캔버스 소재에 시그니처 모노그램을 담아냈으며, 나파 가죽 소재로 제작된 반대쪽 면은 미니멀한 룩에 이상적입니다.",앞면: 비세토스 모노그램 캔버스 | 뒷면: 천연 나파 가죽,약 0 x 130 x 4 센티미터,,대한민국,리버서블 디자인 | 벨트를 잘라 원하는 사이즈로 조절 가능한 길이 | 실버톤 코발트 메탈 MCM 버클,길이 조절 가능 | 잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXBEAUM02BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBEAUM02BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBEAUM02BK001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/m-art-비세토스-리버서블-벨트-1.5”/MXBEAUM02BK001.html,클래식
MXBAAVI03BK001,클라우스 M 비세토스 리버서블 벨트 4.5cm,450000,Black,MEN,ACCESSORY,InStock,활용도와 기능성이 뛰어나 어떤 룩에도 잘 어울립니다.,"클라우스 리버서블 벨트의 한쪽 면은 시그니처 모노그램 코티드 캔버스로, 다른 면은 솔리드 레더로 제작했습니다. 아이코닉한 “M” 버클은 탈착이 가능하므로 스트랩을 잘라 원하는 길이로 조절할 수 있습니다.",,약 0 x 130 x 5 센티미터,,대한민국,길이 조절 가능. | 나파 가죽 트림 | 웨이스트 사이즈: 122cm | 24K 금 도금 하드웨어,잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03BK001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI03BK001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/클라우스-m-비세토스-리버서블-벨트-4.5cm/MXBAAVI03BK001.html,클래식
MXZDATA05CO001,Aren 카프 레더 랜야드 폰케이스,630000,Cognac,MEN,ACCESSORY,OutOfStock,Calf leather phone case with leather lanyard strap and embossed MCM logo motif,"An artisan approach to mobile carriage, this Spanish calf leather phone case is accompanied by a leather lanyard and features rear card slots for hands-free functionality. The classic letters are embossed on the front, placing MCM craftsmanship at the forefront of this accessory.",,약 1 x 13 x 18 센티미터,,대한민국,Detachable leather lanyard strap | Embossed MCM logo motif at front | Exterior card slots at back | Spanish calf leather | Silver-tone metal hardware | Microfiber lining with suede finish | Strap drop: 55 cm,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MXZDATA05CO001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZDATA05CO001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZDATA05CO001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXZDATA05CO001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/holiday-express/aren-lanyard-phone-case-in-spanish-calf-leather/MXZDATA05CO001.html,캐주얼
MXBAAVI08BK001,클라우스 M 비세토스 리버서블 벨트 4.5cm,450000,Black,MEN,ACCESSORY,InStock,절제된 시그니처 벨트.,"클라우스 리버서블 벨트의 한쪽 면은 시그니처 모노그램 코티드 캔버스로, 다른 면은 솔리드 레더로 제작했습니다. 아이코닉한 “M” 버클은 탈착이 가능하며 스트랩을 잘라 원하는 길이로 조절할 수 있습니다.",,약 0 x 130 x 5 센티미터,,대한민국,리버서블 디자인 | 길이 조절 가능. | 나파 가죽 트림 | 웨이스트 사이즈: 122cm,잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI08BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI08BK001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI08BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI08BK001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/클라우스-m-비세토스-리버서블-벨트-4.5cm/MXBAAVI08BK001.html,클래식
MXB7SVI10BK001,클라우스 리버서블 벨트,450000,Black,MEN,ACCESSORY,OutOfStock,MCM의 시그니처 라인인 모노그램 코팅 캔버스와 견고한 트릭 엠보 소가죽의 양면 사용이 가능한 리버시블 벨트,MCM의 시그니처 라인인 모노그램 코팅 캔버스와 견고한 트릭 엠보 소가죽의 양면 사용이 가능한 리버시블 벨트,,약 5 x 130 x 0 센티미터,,대한민국,모노그램 코팅 캔버스와 소가죽이 양면으로 사용 가능한 리버시블 벨트 | 길이 조절 가능 | 4.5 * 130 (폭*길이) | Coated Canvas+Cowhide (코팅 캔버스+Tric Embo 소가죽) | Made in Korea | Matte hardware,잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXB7SVI10BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXB7SVI10BK001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXB7SVI10BK001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/hidden-categories---do-not-delete/sizable-belts-for-how-to-video/클라우스-리버서블-벨트/MXB7SVI10BK001.html,클래식
MEHDAMM07BK001,Intarsia Logo Wool Headband,155000,Black,WOMEN,ACCESSORY,OutOfStock,Intarsia knit Merino wool headband with seasonal MCM logo motif,"Echoing the high amplitude of modern life, the season’s soundwave-inspired MCM logo is presented in contrasting tones on this headband. The accessory is intarsia knit from RWS-certified Merino wool championing animal welfare.",100% Merino Wool certified by RWS (Responsible Wool Standard),,,이탈리아,Intarsia knit | MCM logo motif,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MEHDAMM07BK001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MEHDAMM07BK001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/intarsia-logo-wool-headband/MEHDAMM07BK001.html,캐주얼
MXEFATA02K8001,비세토스 iPhone 16 Pro Max 케이스,230000,Green,WOMEN,ACCESSORY,InStock,외부 포켓과 천연 나파 가죽 트림이 더해진 비세토스 모노그램 캔버스 아이폰 케이스,시그니처 비세토스 캔버스로 완성된 이 iPhone 16 Pro Max 케이스는 뮌헨 하우스의 클래식한 코드를 담고 있습니다. 외부에 마련된 카드 및 신분증 수납 포켓이 실용성을 더합니다.,바디:비세토스 모노그램 캔버스 | 트림: 천연 나파 가죽,약 1 x 8 x 17 센티미터,,대한민국,외부 카드 포켓 | 패브릭 안감,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA02K8001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA02K8001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA02K8001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/라이프스타일/테크-액세서리/비세토스-iphone-16-pro-max-케이스/MXEFATA02K8001.html,캐주얼
MXEFATA01K8001,비세토스 iPhone 16 Pro 케이스,230000,Green,WOMEN,ACCESSORY,InStock,외부 포켓과 천연 나파 가죽 트림이 더해진 비세토스 모노그램 캔버스 아이폰 케이스,시그니처 비세토스 캔버스로 완성된 이 iPhone 16 Pro 케이스는 뮌헨 하우스의 클래식한 코드를 담고 있습니다. 외부에 마련된 카드 및 신분증 수납용 포켓이 실용성을 더합니다.,바디:비세토스 모노그램 캔버스 | 트림: 천연 나파 가죽,약 1 x 7 x 15 센티미터,,대한민국,외부 카드 포켓 | 패브릭 안감,프리 사이즈,https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA01K8001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA01K8001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXEFATA01K8001_03?sw=600,https://kr.mcmworldwide.com/ko_KR/라이프스타일/테크-액세서리/비세토스-iphone-16-pro-케이스/MXEFATA01K8001.html,캐주얼
MMKCABG01BW001,체커보드 비세토스 브랜든버그 백팩,740000,Black,MEN,BAG,OutOfStock,시그니처 비세토스 모노그램의 특별한 체커보드 에디션.,블랙 앤 화이트 체커보드 비세토스 모노그램의 클래식 MCM 코냑 컬러의 싱글 스퀘어가 돋보입니다. 나파 가죽으로 장식되었으며 듀얼 프론트 플랩 포켓의 기능성이 돋보이는 초현대적인 백팩입니다. 확실하고 안전하게 여밀 수 있는 견고한 버클 잠금 장치와 가죽 드로우스트링 잠금 장치 등 클래식한 특징이 고스란히 담겨 있습니다.,,약 14 x 29 x 43 센티미터,"57 cm to 98 cm strap length, Handle drop: 8.5 cm",대한민국,조절 가능한 로고 우븐 어깨 스트랩 | 가죽 손잡이 부분 | 패딩 뒷면 패널 | 전면 듀얼 플랩 포켓 | 가죽 드로우스트링 잠금 장치와 버클 잠금 장치 | 내부 지퍼 포켓 | 내부 지퍼 포켓 | 체커보드 비세토스 모노그램 캔버스 | 나파 가죽 트림 | 매트 블랙 금속 장식,M,https://images.mcmworldwide.com/i/mcmworldwide/MMKCABG01BW001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MMKCABG01BW001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MMKCABG01BW001_02?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MMKCABG01BW001_03?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MMKCABG01BW001_04?sw=600,https://kr.mcmworldwide.com/ko_KR/mcm-icons-edit/체커보드-비세토스-브랜든버그-백팩/MMKCABG01BW001.html,스트릿
MXBAAVI01FP001,클라우스 M 비세토스 리버서블 벨트 4.5cm,130000,Grey,MEN,ACCESSORY,OutOfStock,스모키한 세련미로 단장한 시그니처 리버서블 벨트.,앞면을 톤온톤 미스티 그레이 버전의 클래식 비세토스로 장식한 Claus 벨트입니다. 한편 반대쪽 면 전체는 솔리드 나파 가죽으로 제작되어 미니멀한 룩에 이상적입니다. 아이코닉한 M 버클은 탈착이 가능하여 벨트를 원하는 길이로 조절할 수 있습니다.,앞면: 비세토스 모노그램 코티드 캔버스,약 0 x 130 x 5 센티미터,,대한민국,리버서블 디자인 | 길이 조절 가능(커팅하여 사이즈 조절) | 반대쪽 면: 나파 레더 | 실버톤 코발트 메탈 ‘M’ 버클과 금속 장식,잘라서 사이즈 조절,https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI01FP001_01?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI01FP001_09?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI01FP001_05?sw=600 | https://images.mcmworldwide.com/i/mcmworldwide/MXBAAVI01FP001_06?sw=600,https://kr.mcmworldwide.com/ko_KR/신상품/mcm-at-milan-design-week-2025/클라우스-m-비세토스-리버서블-벨트-4.5cm/MXBAAVI01FP001.html,클래식
